Id;Name;Duration;CalcPrio;LastRun;LastResults;Verdict;Cycle
421;421;1439.733;0;2020-01-13 00:00:11;[];0;1
422;422;1439.8;0;2020-01-13 00:00:11;[];0;1
423;423;1439.617;0;2020-01-13 00:00:11;[];0;1
424;424;1439.583;0;2020-01-13 00:00:11;[];0;1
425;425;1439.317;0;2020-01-13 00:00:11;[];0;1
426;426;1439.533;0;2020-01-13 00:00:11;[];0;1
427;427;0.067;0;2020-01-13 00:00:11;[];0;1
428;428;1439.883;0;2020-01-13 00:00:11;[];0;1
429;429;2.617;0;2020-01-13 00:00:11;[];0;1
430;430;2.667;0;2020-01-13 00:00:11;[];0;1
431;431;0.417;0;2020-01-13 00:00:11;[];0;1
432;432;1.183;0;2020-01-13 00:00:11;[];0;1
434;434;1439.767;0;2020-01-13 00:00:11;[];0;1
379;379;1.85;0;2020-01-13 00:00:11;[];0;1
378;378;1438.917;0;2020-01-13 00:00:11;[];0;1
377;377;1.55;0;2020-01-13 00:00:11;[];0;1
324;324;0.717;0;2020-01-13 00:00:11;[];0;1
325;325;0.85;0;2020-01-13 00:00:11;[];0;1
326;326;13.833;0;2020-01-13 00:00:11;[];0;1
327;327;9.167;0;2020-01-13 00:00:11;[];0;1
328;328;0.717;0;2020-01-13 00:00:11;[];0;1
329;329;1438.0;0;2020-01-13 00:00:11;[];0;1
330;330;6.25;0;2020-01-13 00:00:11;[];0;1
331;331;1.167;0;2020-01-13 00:00:11;[];0;1
332;332;0.033;0;2020-01-13 00:00:11;[];0;1
333;333;2.617;0;2020-01-13 00:00:11;[];0;1
334;334;0.6;0;2020-01-13 00:00:11;[];0;1
335;335;2.483;0;2020-01-13 00:00:11;[];0;1
336;336;2.3;0;2020-01-13 00:00:11;[];0;1
337;337;9.267;0;2020-01-13 00:00:11;[];0;1
338;338;1439.05;0;2020-01-13 00:00:11;[];0;1
323;323;1.733;0;2020-01-13 00:00:11;[];0;1
339;339;0.333;0;2020-01-13 00:00:11;[];0;1
322;322;11.217;0;2020-01-13 00:00:11;[];0;1
320;320;1.283;0;2020-01-13 00:00:11;[];0;1
305;305;0.1;0;2020-01-13 00:00:11;[];0;1
306;306;0.367;0;2020-01-13 00:00:11;[];0;1
307;307;0.567;0;2020-01-13 00:00:11;[];0;1
308;308;2.217;0;2020-01-13 00:00:11;[];0;1
309;309;1439.8;0;2020-01-13 00:00:11;[];0;1
310;310;2.183;0;2020-01-13 00:00:11;[];0;1
311;311;1439.75;0;2020-01-13 00:00:11;[];0;1
312;312;0.2;0;2020-01-13 00:00:11;[];0;1
313;313;3.083;0;2020-01-13 00:00:11;[];0;1
314;314;1439.9;0;2020-01-13 00:00:11;[];0;1
315;315;0.967;0;2020-01-13 00:00:11;[];0;1
316;316;2.317;0;2020-01-13 00:00:11;[];0;1
317;317;1.867;0;2020-01-13 00:00:11;[];0;1
318;318;2.817;0;2020-01-13 00:00:11;[];0;1
319;319;1.683;0;2020-01-13 00:00:11;[];0;1
321;321;5.75;0;2020-01-13 00:00:11;[];0;1
452;452;1439.95;0;2020-01-13 00:00:11;[];0;1
340;340;1.0;0;2020-01-13 00:00:11;[];0;1
342;342;1.117;0;2020-01-13 00:00:11;[];0;1
362;362;0.383;0;2020-01-13 00:00:11;[];0;1
363;363;4.417;0;2020-01-13 00:00:11;[];0;1
364;364;1.383;0;2020-01-13 00:00:11;[];0;1
365;365;4.15;0;2020-01-13 00:00:11;[];0;1
366;366;3.783;0;2020-01-13 00:00:11;[];0;1
367;367;3.6;0;2020-01-13 00:00:11;[];0;1
368;368;12.983;0;2020-01-13 00:00:11;[];0;1
369;369;12.967;0;2020-01-13 00:00:11;[];0;1
370;370;1438.0;0;2020-01-13 00:00:11;[];0;1
371;371;15.5;0;2020-01-13 00:00:11;[];0;1
372;372;3.433;0;2020-01-13 00:00:11;[];0;1
373;373;5.033;0;2020-01-13 00:00:11;[];0;1
374;374;3.65;0;2020-01-13 00:00:11;[];0;1
375;375;5.783;0;2020-01-13 00:00:11;[];0;1
376;376;10.333;0;2020-01-13 00:00:11;[];0;1
361;361;4.933;0;2020-01-13 00:00:11;[];0;1
341;341;1.333;0;2020-01-13 00:00:11;[];0;1
360;360;1439.4;0;2020-01-13 00:00:11;[];0;1
358;358;1439.167;0;2020-01-13 00:00:11;[];0;1
343;343;1439.683;0;2020-01-13 00:00:11;[];0;1
344;344;1.833;0;2020-01-13 00:00:11;[];0;1
345;345;3.017;0;2020-01-13 00:00:11;[];0;1
346;346;1.517;0;2020-01-13 00:00:11;[];0;1
347;347;1.017;0;2020-01-13 00:00:11;[];0;1
348;348;2.917;0;2020-01-13 00:00:11;[];0;1
349;349;0.75;0;2020-01-13 00:00:11;[];0;1
350;350;5.1;0;2020-01-13 00:00:11;[];0;1
351;351;1438.0;0;2020-01-13 00:00:11;[];0;1
352;352;0.883;0;2020-01-13 00:00:11;[];0;1
353;353;0.55;0;2020-01-13 00:00:11;[];0;1
354;354;3.8;0;2020-01-13 00:00:11;[];0;1
355;355;8.333;0;2020-01-13 00:00:11;[];0;1
356;356;0.883;0;2020-01-13 00:00:11;[];0;1
357;357;1439.65;0;2020-01-13 00:00:11;[];0;1
359;359;2.233;0;2020-01-13 00:00:11;[];0;1
454;454;2.55;0;2020-01-13 00:00:11;[];0;1
455;455;0.817;0;2020-01-13 00:00:11;[];0;1
456;456;6.517;0;2020-01-13 00:00:11;[];0;1
552;552;0.267;0;2020-01-13 00:00:11;[];0;1
553;553;1439.567;0;2020-01-13 00:00:11;[];0;1
554;554;0.15;0;2020-01-13 00:00:11;[];0;1
555;555;0.933;0;2020-01-13 00:00:11;[];0;1
556;556;6.533;0;2020-01-13 00:00:11;[];0;1
557;557;0.233;0;2020-01-13 00:00:11;[];0;1
558;558;8.017;0;2020-01-13 00:00:11;[];0;1
559;559;1439.467;0;2020-01-13 00:00:11;[];0;1
560;560;1439.217;0;2020-01-13 00:00:11;[];0;1
561;561;2.15;0;2020-01-13 00:00:11;[];0;1
562;562;5.2;0;2020-01-13 00:00:11;[];0;1
563;563;1439.533;0;2020-01-13 00:00:11;[];0;1
564;564;1439.917;0;2020-01-13 00:00:11;[];0;1
565;565;1.317;0;2020-01-13 00:00:11;[];0;1
566;566;0.2;0;2020-01-13 00:00:11;[];0;1
551;551;1439.5;0;2020-01-13 00:00:11;[];0;1
567;567;0.533;0;2020-01-13 00:00:11;[];0;1
550;550;0.033;0;2020-01-13 00:00:11;[];0;1
548;548;1439.967;0;2020-01-13 00:00:11;[];0;1
533;533;1438.0;0;2020-01-13 00:00:11;[];0;1
534;534;1438.0;0;2020-01-13 00:00:11;[];0;1
535;535;1438.1;0;2020-01-13 00:00:11;[];0;1
536;536;1438.0;0;2020-01-13 00:00:11;[];0;1
537;537;1438.0;0;2020-01-13 00:00:11;[];0;1
538;538;1.233;0;2020-01-13 00:00:11;[];0;1
539;539;0.517;0;2020-01-13 00:00:11;[];0;1
540;540;0.4;0;2020-01-13 00:00:11;[];0;1
541;541;0.367;0;2020-01-13 00:00:11;[];0;1
542;542;1439.917;0;2020-01-13 00:00:11;[];0;1
543;543;0.05;0;2020-01-13 00:00:11;[];0;1
544;544;1.983;0;2020-01-13 00:00:11;[];0;1
545;545;1439.633;0;2020-01-13 00:00:11;[];0;1
546;546;1439.533;0;2020-01-13 00:00:11;[];0;1
547;547;1439.3;0;2020-01-13 00:00:11;[];0;1
549;549;1439.533;0;2020-01-13 00:00:11;[];0;1
532;532;11.567;0;2020-01-13 00:00:11;[];0;1
568;568;6.15;0;2020-01-13 00:00:11;[];0;1
570;570;0.233;0;2020-01-13 00:00:11;[];0;1
590;590;9.567;0;2020-01-13 00:00:11;[];0;1
591;591;30.883;0;2020-01-13 00:00:11;[];0;1
592;592;1439.983;0;2020-01-13 00:00:11;[];0;1
593;593;0.067;0;2020-01-13 00:00:11;[];0;1
594;594;1439.7;0;2020-01-13 00:00:11;[];0;1
595;595;1438.2;0;2020-01-13 00:00:11;[];0;1
596;596;1438.2;0;2020-01-13 00:00:11;[];0;1
597;597;1438.717;0;2020-01-13 00:00:11;[];0;1
598;598;1439.65;0;2020-01-13 00:00:11;[];0;1
599;599;4.8;0;2020-01-13 00:00:11;[];0;1
600;600;1.75;0;2020-01-13 00:00:11;[];0;1
601;601;1.5;0;2020-01-13 00:00:11;[];0;1
602;602;6.967;0;2020-01-13 00:00:11;[];0;1
603;603;5.95;0;2020-01-13 00:00:11;[];0;1
604;604;1.017;0;2020-01-13 00:00:11;[];0;1
589;589;3.3;0;2020-01-13 00:00:11;[];0;1
569;569;1439.95;0;2020-01-13 00:00:11;[];0;1
588;588;5.017;0;2020-01-13 00:00:11;[];0;1
586;586;0.967;0;2020-01-13 00:00:11;[];0;1
571;571;1.483;0;2020-01-13 00:00:11;[];0;1
572;572;3.5;0;2020-01-13 00:00:11;[];0;1
573;573;0.533;0;2020-01-13 00:00:11;[];0;1
574;574;5.9;0;2020-01-13 00:00:11;[];0;1
575;575;0.05;0;2020-01-13 00:00:11;[];0;1
576;576;1.783;0;2020-01-13 00:00:11;[];0;1
577;577;0.833;0;2020-01-13 00:00:11;[];0;1
578;578;3.7;0;2020-01-13 00:00:11;[];0;1
579;579;3.2;0;2020-01-13 00:00:11;[];0;1
580;580;15.267;0;2020-01-13 00:00:11;[];0;1
581;581;4.283;0;2020-01-13 00:00:11;[];0;1
582;582;2.083;0;2020-01-13 00:00:11;[];0;1
583;583;1.65;0;2020-01-13 00:00:11;[];0;1
584;584;2.667;0;2020-01-13 00:00:11;[];0;1
585;585;3.35;0;2020-01-13 00:00:11;[];0;1
587;587;2.283;0;2020-01-13 00:00:11;[];0;1
304;304;1438.9;0;2020-01-13 00:00:11;[];0;1
531;531;2.25;0;2020-01-13 00:00:11;[];0;1
529;529;5.167;0;2020-01-13 00:00:11;[];0;1
476;476;1439.9;0;2020-01-13 00:00:11;[];0;1
477;477;1439.017;0;2020-01-13 00:00:11;[];0;1
478;478;1439.267;0;2020-01-13 00:00:11;[];0;1
479;479;1439.017;0;2020-01-13 00:00:11;[];0;1
480;480;1438.917;0;2020-01-13 00:00:11;[];0;1
481;481;1439.533;0;2020-01-13 00:00:11;[];0;1
482;482;1439.25;0;2020-01-13 00:00:11;[];0;1
483;483;1439.883;0;2020-01-13 00:00:11;[];0;1
484;484;0.15;0;2020-01-13 00:00:11;[];0;1
485;485;1.083;0;2020-01-13 00:00:11;[];0;1
486;486;9.267;0;2020-01-13 00:00:11;[];0;1
487;487;2.883;0;2020-01-13 00:00:11;[];0;1
488;488;0.783;0;2020-01-13 00:00:11;[];0;1
489;489;0.3;0;2020-01-13 00:00:11;[];0;1
490;490;0.35;0;2020-01-13 00:00:11;[];0;1
475;475;1439.833;0;2020-01-13 00:00:11;[];0;1
491;491;1439.9;0;2020-01-13 00:00:11;[];0;1
474;474;1439.267;0;2020-01-13 00:00:11;[];0;1
472;472;1438.883;0;2020-01-13 00:00:11;[];0;1
457;457;1.883;0;2020-01-13 00:00:11;[];0;1
458;458;1439.917;0;2020-01-13 00:00:11;[];0;1
459;459;1439.367;0;2020-01-13 00:00:11;[];0;1
460;460;0.167;0;2020-01-13 00:00:11;[];0;1
461;461;1439.3;0;2020-01-13 00:00:11;[];0;1
462;462;1439.7;0;2020-01-13 00:00:11;[];0;1
463;463;0.583;0;2020-01-13 00:00:11;[];0;1
464;464;2.067;0;2020-01-13 00:00:11;[];0;1
465;465;6.95;0;2020-01-13 00:00:11;[];0;1
466;466;0.633;0;2020-01-13 00:00:11;[];0;1
467;467;1439.65;0;2020-01-13 00:00:11;[];0;1
468;468;1439.15;0;2020-01-13 00:00:11;[];0;1
469;469;1439.883;0;2020-01-13 00:00:11;[];0;1
470;470;1439.533;0;2020-01-13 00:00:11;[];0;1
471;471;1439.65;0;2020-01-13 00:00:11;[];0;1
473;473;1439.567;0;2020-01-13 00:00:11;[];0;1
530;530;12.817;0;2020-01-13 00:00:11;[];0;1
492;492;1439.367;0;2020-01-13 00:00:11;[];0;1
494;494;0.883;0;2020-01-13 00:00:11;[];0;1
514;514;19.0;0;2020-01-13 00:00:11;[];0;1
515;515;3.117;0;2020-01-13 00:00:11;[];0;1
516;516;3.0;0;2020-01-13 00:00:11;[];0;1
517;517;28.45;0;2020-01-13 00:00:11;[];0;1
518;518;10.65;0;2020-01-13 00:00:11;[];0;1
519;519;25.917;0;2020-01-13 00:00:11;[];0;1
520;520;49.733;0;2020-01-13 00:00:11;[];0;1
521;521;1439.95;0;2020-01-13 00:00:11;[];0;1
522;522;1439.35;0;2020-01-13 00:00:11;[];0;1
523;523;4.333;0;2020-01-13 00:00:11;[];0;1
524;524;1438.0;0;2020-01-13 00:00:11;[];0;1
525;525;1.533;0;2020-01-13 00:00:11;[];0;1
526;526;1438.0;0;2020-01-13 00:00:11;[];0;1
527;527;1439.517;0;2020-01-13 00:00:11;[];0;1
528;528;12.933;0;2020-01-13 00:00:11;[];0;1
513;513;22.067;0;2020-01-13 00:00:11;[];0;1
493;493;6.3;0;2020-01-13 00:00:11;[];0;1
512;512;30.033;0;2020-01-13 00:00:11;[];0;1
510;510;18.95;0;2020-01-13 00:00:11;[];0;1
495;495;1439.367;0;2020-01-13 00:00:11;[];0;1
496;496;18.817;0;2020-01-13 00:00:11;[];0;1
497;497;1439.417;0;2020-01-13 00:00:11;[];0;1
498;498;1439.05;0;2020-01-13 00:00:11;[];0;1
499;499;15.15;0;2020-01-13 00:00:11;[];0;1
500;500;6.517;0;2020-01-13 00:00:11;[];0;1
501;501;6.183;0;2020-01-13 00:00:11;[];0;1
502;502;4.633;0;2020-01-13 00:00:11;[];0;1
503;503;7.883;0;2020-01-13 00:00:11;[];0;1
504;504;2.483;0;2020-01-13 00:00:11;[];0;1
505;505;21.117;0;2020-01-13 00:00:11;[];0;1
506;506;0.6;0;2020-01-13 00:00:11;[];0;1
507;507;0.867;0;2020-01-13 00:00:11;[];0;1
508;508;0.8;0;2020-01-13 00:00:11;[];0;1
509;509;1.183;0;2020-01-13 00:00:11;[];0;1
511;511;25.383;0;2020-01-13 00:00:11;[];0;1
303;303;3.267;0;2020-01-13 00:00:11;[];0;1
453;453;0.667;0;2020-01-13 00:00:11;[];0;1
301;301;0.95;0;2020-01-13 00:00:11;[];0;1
97;97;0.367;0;2020-01-13 00:00:11;[];0;1
98;98;2.767;0;2020-01-13 00:00:11;[];0;1
99;99;1439.75;0;2020-01-13 00:00:11;[];1;1
100;100;1.733;0;2020-01-13 00:00:11;[];1;1
101;101;1439.15;0;2020-01-13 00:00:11;[];0;1
102;102;1439.8;0;2020-01-13 00:00:11;[];0;1
103;103;0.067;0;2020-01-13 00:00:11;[];1;1
104;104;2.833;0;2020-01-13 00:00:11;[];1;1
105;105;1439.667;0;2020-01-13 00:00:11;[];0;1
106;106;1.1;0;2020-01-13 00:00:11;[];1;1
107;107;1439.167;0;2020-01-13 00:00:11;[];1;1
108;108;0.383;0;2020-01-13 00:00:11;[];1;1
109;109;1438.533;0;2020-01-13 00:00:11;[];0;1
110;110;0.417;0;2020-01-13 00:00:11;[];0;1
111;111;1438.933;0;2020-01-13 00:00:11;[];1;1
96;96;0.867;0;2020-01-13 00:00:11;[];1;1
112;112;1439.483;0;2020-01-13 00:00:11;[];0;1
95;95;1439.45;0;2020-01-13 00:00:11;[];1;1
93;93;1439.133;0;2020-01-13 00:00:11;[];1;1
78;78;1439.15;0;2020-01-13 00:00:11;[];1;1
79;79;1439.417;0;2020-01-13 00:00:11;[];1;1
80;80;1439.333;0;2020-01-13 00:00:11;[];1;1
81;81;0.55;0;2020-01-13 00:00:11;[];1;1
82;82;0.167;0;2020-01-13 00:00:11;[];1;1
83;83;2.95;0;2020-01-13 00:00:11;[];1;1
84;84;25.0;0;2020-01-13 00:00:11;[];1;1
85;85;0.15;0;2020-01-13 00:00:11;[];1;1
86;86;0.017;0;2020-01-13 00:00:11;[];1;1
87;87;0.217;0;2020-01-13 00:00:11;[];0;1
88;88;1439.667;0;2020-01-13 00:00:11;[];1;1
89;89;1439.75;0;2020-01-13 00:00:11;[];1;1
90;90;1438.583;0;2020-01-13 00:00:11;[];1;1
91;91;1438.833;0;2020-01-13 00:00:11;[];1;1
92;92;1439.133;0;2020-01-13 00:00:11;[];1;1
94;94;1439.85;0;2020-01-13 00:00:11;[];1;1
77;77;1438.8;0;2020-01-13 00:00:11;[];1;1
113;113;1439.567;0;2020-01-13 00:00:11;[];0;1
115;115;0.433;0;2020-01-13 00:00:11;[];0;1
135;135;0.983;0;2020-01-13 00:00:11;[];1;1
136;136;0.733;0;2020-01-13 00:00:11;[];1;1
137;137;16.283;0;2020-01-13 00:00:11;[];0;1
138;138;10.367;0;2020-01-13 00:00:11;[];0;1
139;139;2.283;0;2020-01-13 00:00:11;[];0;1
140;140;0.8;0;2020-01-13 00:00:11;[];1;1
141;141;0.117;0;2020-01-13 00:00:11;[];1;1
142;142;3.033;0;2020-01-13 00:00:11;[];1;1
143;143;1439.717;0;2020-01-13 00:00:11;[];0;1
144;144;6.2;0;2020-01-13 00:00:11;[];1;1
145;145;7.267;0;2020-01-13 00:00:11;[];1;1
146;146;1.7;0;2020-01-13 00:00:11;[];1;1
147;147;0.883;0;2020-01-13 00:00:11;[];1;1
148;148;0.133;0;2020-01-13 00:00:11;[];1;1
149;149;0.467;0;2020-01-13 00:00:11;[];1;1
134;134;22.883;0;2020-01-13 00:00:11;[];1;1
114;114;0.567;0;2020-01-13 00:00:11;[];0;1
133;133;2.867;0;2020-01-13 00:00:11;[];1;1
131;131;0.617;0;2020-01-13 00:00:11;[];1;1
116;116;2.1;0;2020-01-13 00:00:11;[];0;1
117;117;1.25;0;2020-01-13 00:00:11;[];0;1
118;118;2.483;0;2020-01-13 00:00:11;[];1;1
119;119;1.633;0;2020-01-13 00:00:11;[];1;1
120;120;2.35;0;2020-01-13 00:00:11;[];1;1
121;121;1.683;0;2020-01-13 00:00:11;[];1;1
122;122;1438.917;0;2020-01-13 00:00:11;[];0;1
123;123;1439.817;0;2020-01-13 00:00:11;[];0;1
124;124;0.55;0;2020-01-13 00:00:11;[];0;1
125;125;1.3;0;2020-01-13 00:00:11;[];0;1
126;126;1439.867;0;2020-01-13 00:00:11;[];0;1
127;127;1.25;0;2020-01-13 00:00:11;[];0;1
128;128;0.583;0;2020-01-13 00:00:11;[];0;1
129;129;4.983;0;2020-01-13 00:00:11;[];0;1
130;130;1.167;0;2020-01-13 00:00:11;[];1;1
132;132;31.267;0;2020-01-13 00:00:11;[];1;1
150;150;0.733;0;2020-01-13 00:00:11;[];1;1
76;76;0.65;0;2020-01-13 00:00:11;[];0;1
74;74;3.0;0;2020-01-13 00:00:11;[];0;1
21;21;1438.867;0;2020-01-13 00:00:11;[];0;1
22;22;1438.883;0;2020-01-13 00:00:11;[];0;1
23;23;1439.083;0;2020-01-13 00:00:11;[];0;1
24;24;0.083;0;2020-01-13 00:00:11;[];0;1
25;25;2.133;0;2020-01-13 00:00:11;[];0;1
26;26;1.417;0;2020-01-13 00:00:11;[];0;1
27;27;0.783;0;2020-01-13 00:00:11;[];0;1
28;28;1439.867;0;2020-01-13 00:00:11;[];0;1
29;29;0.1;0;2020-01-13 00:00:11;[];0;1
30;30;1.35;0;2020-01-13 00:00:11;[];0;1
31;31;0.267;0;2020-01-13 00:00:11;[];0;1
32;32;1439.483;0;2020-01-13 00:00:11;[];0;1
33;33;3.083;0;2020-01-13 00:00:11;[];0;1
34;34;3.9;0;2020-01-13 00:00:11;[];0;1
35;35;5.333;0;2020-01-13 00:00:11;[];0;1
20;20;0.817;0;2020-01-13 00:00:11;[];0;1
36;36;0.383;0;2020-01-13 00:00:11;[];0;1
19;19;4.767;0;2020-01-13 00:00:11;[];0;1
17;17;1439.583;0;2020-01-13 00:00:11;[];0;1
302;302;6.183;0;2020-01-13 00:00:11;[];0;1
3;3;2.367;0;2020-01-13 00:00:11;[];0;1
4;4;0.35;0;2020-01-13 00:00:11;[];0;1
5;5;0.383;0;2020-01-13 00:00:11;[];0;1
6;6;0.033;0;2020-01-13 00:00:11;[];0;1
7;7;1.683;0;2020-01-13 00:00:11;[];0;1
8;8;1.95;0;2020-01-13 00:00:11;[];0;1
9;9;1439.567;0;2020-01-13 00:00:11;[];0;1
10;10;1438.983;0;2020-01-13 00:00:11;[];0;1
11;11;1439.15;0;2020-01-13 00:00:11;[];0;1
12;12;1439.15;0;2020-01-13 00:00:11;[];0;1
13;13;1438.9;0;2020-01-13 00:00:11;[];0;1
14;14;2.283;0;2020-01-13 00:00:11;[];0;1
15;15;1439.433;0;2020-01-13 00:00:11;[];0;1
16;16;2.817;0;2020-01-13 00:00:11;[];0;1
18;18;4.4;0;2020-01-13 00:00:11;[];0;1
75;75;3.1;0;2020-01-13 00:00:11;[];0;1
37;37;31.75;0;2020-01-13 00:00:11;[];1;1
39;39;2.383;0;2020-01-13 00:00:11;[];0;1
59;59;1438.883;0;2020-01-13 00:00:11;[];0;1
60;60;1439.567;0;2020-01-13 00:00:11;[];0;1
61;61;0.05;0;2020-01-13 00:00:11;[];1;1
62;62;2.9;0;2020-01-13 00:00:11;[];0;1
63;63;0.067;0;2020-01-13 00:00:11;[];0;1
64;64;20.9;0;2020-01-13 00:00:11;[];0;1
65;65;11.283;0;2020-01-13 00:00:11;[];0;1
66;66;11.133;0;2020-01-13 00:00:11;[];0;1
67;67;9.2;0;2020-01-13 00:00:11;[];0;1
68;68;1439.733;0;2020-01-13 00:00:11;[];1;1
69;69;1439.533;0;2020-01-13 00:00:11;[];0;1
70;70;1439.85;0;2020-01-13 00:00:11;[];1;1
71;71;11.85;0;2020-01-13 00:00:11;[];0;1
72;72;0.8;0;2020-01-13 00:00:11;[];1;1
73;73;0.433;0;2020-01-13 00:00:11;[];0;1
58;58;1439.533;0;2020-01-13 00:00:11;[];0;1
38;38;2.633;0;2020-01-13 00:00:11;[];1;1
57;57;2.617;0;2020-01-13 00:00:11;[];0;1
55;55;0.05;0;2020-01-13 00:00:11;[];0;1
40;40;10.217;0;2020-01-13 00:00:11;[];0;1
41;41;4.25;0;2020-01-13 00:00:11;[];0;1
42;42;4.45;0;2020-01-13 00:00:11;[];0;1
43;43;1439.0;0;2020-01-13 00:00:11;[];0;1
44;44;1.317;0;2020-01-13 00:00:11;[];0;1
45;45;0.933;0;2020-01-13 00:00:11;[];0;1
46;46;1.6;0;2020-01-13 00:00:11;[];0;1
47;47;1439.117;0;2020-01-13 00:00:11;[];1;1
48;48;0.6;0;2020-01-13 00:00:11;[];1;1
49;49;3.5;0;2020-01-13 00:00:11;[];1;1
50;50;2.967;0;2020-01-13 00:00:11;[];1;1
51;51;1438.867;0;2020-01-13 00:00:11;[];0;1
52;52;1.617;0;2020-01-13 00:00:11;[];1;1
53;53;0.05;0;2020-01-13 00:00:11;[];1;1
54;54;1439.45;0;2020-01-13 00:00:11;[];0;1
56;56;1438.983;0;2020-01-13 00:00:11;[];0;1
151;151;1439.467;0;2020-01-13 00:00:11;[];1;1
2;2;1439.1;0;2020-01-13 00:00:11;[];0;1
263;263;0.05;0;2020-01-13 00:00:11;[];0;1
249;249;1439.733;0;2020-01-13 00:00:11;[];1;1
250;250;1439.3;0;2020-01-13 00:00:11;[];1;1
251;251;2.25;0;2020-01-13 00:00:11;[];1;1
252;252;1439.75;0;2020-01-13 00:00:11;[];1;1
253;253;1438.8;0;2020-01-13 00:00:11;[];1;1
254;254;1439.067;0;2020-01-13 00:00:11;[];1;1
248;248;1.5;0;2020-01-13 00:00:11;[];0;1
255;255;1439.217;0;2020-01-13 00:00:11;[];1;1
257;257;0.883;0;2020-01-13 00:00:11;[];1;1
258;258;1.017;0;2020-01-13 00:00:11;[];1;1
259;259;0.817;0;2020-01-13 00:00:11;[];1;1
260;260;1.9;0;2020-01-13 00:00:11;[];1;1
261;261;2.233;0;2020-01-13 00:00:11;[];1;1
262;262;1439.983;0;2020-01-13 00:00:11;[];1;1
256;256;1.983;0;2020-01-13 00:00:11;[];1;1
247;247;1439.633;0;2020-01-13 00:00:11;[];1;1
246;246;1439.283;0;2020-01-13 00:00:11;[];1;1
245;245;1.567;0;2020-01-13 00:00:11;[];1;1
